商品标题,商品价格,评论量,标签,商品详情页,好评数量,中评数量,差评数量,分数
创维（SKYWORTH）【四维鲜净系列】419升风冷十字对开门四开门家用电冰箱一级能效变频BCD-419WXPS(N),2099,5万+,"自营,券1000-100",https://item.jd.com/100026040874.html,(2.6万+),(100+),(100+),98%
创维(SKYWORTH)【四维鲜净系列】468升风冷无霜十字对开门变频一级能效电冰箱超大容量BCD-468WXPS(N),2499,5万+,"自营,券1000-100",https://item.jd.com/100025560944.html,(2.7万+),(100+),(100+),98%
创维(SKYWORTH)【四维鲜净系列】501升变频一级能效风冷超大容量对开双开门家用电BCD-501WKPS(N),2069,5万+,"自营,秒杀,券1000-100",https://item.jd.com/100027017166.html,(2.6万+),(100+),(100+),98%
创维(SKYWORTH)118升冰箱小型 双门两门电冰箱 家用宿舍租户 迷你型冷藏冷冻 节能降噪 BCD-118炫银,659,50万+,"自营,新品",https://item.jd.com/100041123670.html,(37万+),(2600+),(2600+),98%
创维(SKYWORTH)118升冰箱小型 双门两门电冰箱 家用宿舍租户 迷你型冷藏冷冻 节能降噪 BCD-118炫银,659,50万+,自营,https://item.jd.com/100041123670.html,(37万+),(2600+),(2600+),98%
创维(SKYWORTH)118升冰箱小型 双门两门电冰箱 家用宿舍租户 迷你型冷藏冷冻 节能降噪 BCD-118炫银,659,50万+,自营,https://item.jd.com/100041123670.html,(16万+),(800+),(800+),98%
创维（Skyworth）180升双门冰箱 健康微霜省电 家用宿舍租户公寓工程项目用小冰箱 D18PAW_银 升级发186升,859,100+,自营,https://item.jd.com/100046487023.html,(40+),-1,-1,98%
创维(SKYWORTH)186升 两门双门迷你小型电冰箱 家用租房宿舍用 节能省电低音降噪 冷藏冷冻,858,1000+,"京东物流,秒杀",https://item.jd.com/10026492964524.html,(200+),-2,-2,95%
创维(SKYWORTH)186升 两门双门迷你小型电冰箱 家用租房宿舍用 节能省电低音降噪 冷藏冷冻,859,1万+,自营,https://item.jd.com/10028474603153.html,(3400+),(20+),(20+),97%
创维(SKYWORTH)186升双门小型电冰箱 家用租房两门冰箱 两天约一度电节能低音微霜大空间 BCD-186D银色,839,20万+,自营,https://item.jd.com/100001962610.html,(10万+),(800+),(800+),98%
创维（Skyworth）423升 家用十字对开门四门冰箱 风冷无霜 变频一级能效 大容量 BCD-423WXPSN_晨曦灰,2049,4,自营,https://item.jd.com/100051967757.html,-1,0,0,100%
创维（SKYWORTH）501升双开对开门冰箱一级能效家用风冷无霜大容量变频冰箱 分类存储 WK50APS(N）,1999,44,自营,https://item.jd.com/100046234267.html,-7,0,0,77%
创维（Skyworth）旗舰京品 创维160升 双开门冰箱 家用小冰箱两门 节能电冰箱 宿舍租户神器 节能降噪 以旧换新 BCD-160,798,200+,"京东物流,秒杀",https://item.jd.com/10062831290406.html,(100+),-1,-1,98%
创维冰箱 501升风冷无霜 对开门双开门冰箱变频一级能效大容量净味冰箱,2099,13,"免邮,券1000-100",https://item.jd.com/10063694775194.html,-7,0,0,100%
创维冰箱410升对开门双开门家用大容量风冷无霜低噪节能分区控温纤薄嵌入BCD-410WKY 以旧换新 410L风冷对开,1899,60,"京东物流,满1890-25",https://item.jd.com/10056197096762.html,-10,0,0,100%
创维京品家电 410升对开门双开门两门家用冰箱风冷无霜纤薄节能省电大容量以旧换新BCD-410WKY 410L风冷对开,1898,1000+,"秒杀,券99-15,满1890-20",https://item.jd.com/10043187414855.html,(500+),0,0,99%
慈力迷你小冰箱大容量小型家用宿舍车家两用学生车载制冷藏冷藏盒化妆品保鲜箱单人用 6L塑料面板单核机械冷暖【仅车用】 产品图为第二张,119,500+,,https://item.jd.com/10056438951932.html,(500+),-3,-3,99%
德国（sevenstars）418七星十字对开门嵌入式冰箱家用大容量四门三温一级节能超薄冷藏冷冻 418升匀冷十字门金色,1899,,,https://item.jd.com/10048305565176.html,(100+),-1,-1,98%
德国（sevenstars）BCD-319WC两门电冰箱家用风冷无霜一级节能大容量大冷冻大冷藏电 319升一级能效 大冷冻 风直冷双系统,1688,500+,,https://item.jd.com/10040356965445.html,(200+),-1,-1,99%
德姆勒（DEMULLER）118升复古冰箱家用双门电冰箱 化妆品强劲小型网红颜值冰箱冷藏冷冻节能 BCD-118芝士白,888,100+,自营,https://item.jd.com/100048363837.html,(40+),0,0,97%
德姆勒（DEMULLER）118升复古冰箱家用双门电冰箱 化妆品强劲小型网红颜值冰箱冷藏冷冻节能 BCD-118芝士白,888,100+,,https://item.jd.com/100048363837.html,(40+),0,0,97%
德姆勒（DEMULLER）132升复古冰箱家用双门电冰箱 化妆品强劲小型网红颜值冰箱冷藏冷冻节能 BCD-132复古红,999,100+,自营,https://item.jd.com/100048363865.html,(40+),0,0,97%
德姆勒（DEMULLER）212升复古冰箱家用三门电冰箱 化妆品强劲大容量网红冰箱冷藏冷冻节能 BCD-212芝士白,1699,21,自营,https://item.jd.com/100048363801.html,-5,0,0,100%
德姆勒（DEMULLER）复古冰箱小型大容量家用租房电冰箱 化妆品静音强劲网红冰箱冷藏冷冻节能 BCD-118麦黄,888,2000+,京东物流,https://item.jd.com/10044049348356.html,(900+),(10+),(10+),97%
德姆勒（DEMULLER）复古冰箱小型大容量家用租房电冰箱 化妆品静音强劲网红冰箱冷藏冷冻节能 BCD-118麦黄,888,2000+,"京东物流,券300-20",https://item.jd.com/10044049348356.html,(100+),-1,-1,98%
德姆勒（DEMULLER）复古冰箱小型大容量家用租房电冰箱 化妆品静音强劲网红冰箱冷藏冷冻节能 BCD-118芝士白,888,2000+,"京东物流,券300-20",https://item.jd.com/10044049348360.html,(900+),(10+),(10+),97%
德姆勒（DEMULLER）复古冰箱小型大容量家用租房电冰箱 化妆品静音强劲网红冰箱冷藏冷冻节能 BCD-152芝士白【上冷藏下冷冻】,1259,2000+,,https://item.jd.com/10044049348367.html,(900+),(10+),(10+),97%
德姆勒（DEMULLER）复古冰箱小型大容量家用租房电冰箱 化妆品静音强劲网红冰箱冷藏冷冻节能 BCD-185芝士白【上冷藏下冷冻】,1299,2000+,,https://item.jd.com/10044049348372.html,(900+),(10+),(10+),97%
德姆勒（DEMULLER）复古冰箱小型大容量家用租房电冰箱 化妆品静音强劲网红冰箱冷藏冷冻节能 BCD-98芝士白,799,,京东物流,https://item.jd.com/10044049348376.html,(100+),-1,-1,98%
东芝(TOSHIBA)364升小小桃芝味系列三门日式小型家用超薄嵌入式电冰箱风冷无霜GR-RM382WE-PG2B3富士白,6999,2000+,"自营,厂商配送",https://item.jd.com/100035837585.html,(1800+),-2,-2,99%
东芝（TOSHIBA）456升大白桃达人推荐变频风冷无霜日式多门六门家用超薄嵌入电玻璃面板GR-RM479WE-PG1B3,14999,1000+,"自营,厂商配送",https://item.jd.com/100032926108.html,(1000+),0,0,99%
东芝（TOSHIBA）雾语系列 515升多门雾化保鲜 空间净味 精细存储 一级变频 家用电GR-RF534WE-PM137绸缎灰,8999,5000+,"自营,厂商配送",https://item.jd.com/100011205637.html,(3400+),-5,-5,99%
东芝小红书爆款风冷无霜五门家用电冰箱,8499,2000+,自营,https://item.jd.com/100032926112.html,(1800+),-2,-2,99%
官方直发 TCL 408升 十字对开门双开门电冰箱 风冷无霜 电脑控温 AAT负氧离子养鲜 银色【纤薄箱体+负氧离子养鲜+风冷无霜】,2098,1000+,"京东物流,秒杀,每满2098-300",https://item.jd.com/10036298963480.html,(400+),0,0,99%
海尔 （Haier）170升风冷无霜 两门冰箱DEO保鲜大冷冻家用小型双门冰箱宿舍租房小巧不占地BCD-170WDPT,1499,,自营,https://item.jd.com/100026002190.html,(100+),-1,-1,98%
海尔(Haier) 冰箱 190升 风冷无霜两门双门冰箱 DEO净味 智能家用宿舍租房小型 BCD-190WDPT,1699,100+,自营,https://item.jd.com/100043092377.html,(40+),0,0,100%
海尔(Haier) 冰箱 190升风冷无霜两门冰箱 DEO净味 智能家用宿舍租房小型冰箱 BCD-190WDPT,1699,5000+,自营,https://item.jd.com/100037242317.html,(1300+),-9,-9,98%
海尔（Haier）(Haier)海尔冰箱三开门双开门风冷无霜/节能直冷超薄家电智能家用小型电 180升两门直冷小型180TMPS,1099,,"京东物流,免邮,券8888-88",https://item.jd.com/10027055768973.html,(100+),-1,-1,98%
海尔（Haier）(Haier)海尔冰箱三开门双开门风冷无霜/节能直冷超薄家电智能家用小型电 218升三门直冷218STPS,1299,2万+,"京东物流,免邮,券8888-88",https://item.jd.com/10026811615882.html,(1.3万+),(50+),(50+),99%
海尔（Haier）【旗舰新品】海尔冰箱双开门517L风冷无霜变频一级能效AFR精控双循环超薄嵌入式大冷冻对开门 宝石蓝,3498.9,,秒杀,https://item.jd.com/10045301186254.html,(100+),-1,-1,98%
海尔（Haier）118升小型双门迷你冰箱 节能省电冷藏冷冻两门 BCD-118TMPA,899,1万+,"自营,厂商配送",https://item.jd.com/100047883943.html,(2900+),(10+),(10+),98%
海尔（Haier）170升双门冰箱风冷无霜低温补偿净味保鲜小冰箱家用小型冷藏冷冻,1499,5000+,自营,https://item.jd.com/100020173481.html,(1200+),-3,-3,99%
海尔（Haier）178升两门二门双门冰箱节能低噪小型家用电冰箱迷你宿舍租房小巧不占地方以旧换新BCD-178TMPT,1059,200万+,自营,https://item.jd.com/100012312692.html,(93万+),(3500+),(3500+),99%
海尔（Haier）180升冰箱双开两门 家用租房小型节能省电 深冷速冻BCD-180TMPS 金色,1099,48,自营,https://item.jd.com/100050860651.html,(10+),-1,-1,92%
海尔（Haier）180升冰箱双开两门 家用租房小型节能省电 深冷速冻BCD-180TMPS 金色,1099,,自营,https://item.jd.com/100011449143.html,(100+),-1,-1,98%
海尔(Haier)190升风冷无霜两门冰箱净味智能家用双门宿舍租房小型冰箱BCD-190WDPT,1699,2万+,自营,https://item.jd.com/100018281755.html,(7400+),(70+),(70+),98%
海尔(Haier)190升风冷无霜两门冰箱双门小型迷你家用净味彩晶玻璃宿舍租房小型BCD-190WDCO,1799,200万+,自营,https://item.jd.com/100011449298.html,(93万+),(3500+),(3500+),99%
海尔（Haier）202升双门风冷无霜超薄两门小冰箱节能低噪宿舍租房家用型BCD-202WGHC290B9,1799,2000+,自营,https://item.jd.com/100037594501.html,(900+),-3,-3,98%
海尔（Haier）216升冰箱三门三温区多门小型迷你家用租房低音节能不占地中门软冷冻以旧换新BCD-216STPT,1278,200万+,"自营,赠",https://item.jd.com/100012791656.html,(93万+),(3500+),(3500+),99%
海尔（Haier）216升冰箱三门三温区多门小型迷你家用租房低音节能不占地中门软冷冻以旧换新BCD-216STPT,1278,200万+,自营,https://item.jd.com/100012791656.html,(93万+),(3500+),(3500+),99%
海尔（Haier）218升风冷无霜三门冰箱小型家用租房中门全温区变温大冷冻净味宿舍以旧换新BCD-218WDPD,1899,200万+,自营,https://item.jd.com/100003536790.html,(93万+),(3500+),(3500+),99%
海尔（Haier）218升风冷无霜双变频三门迷你小型家用电冰箱一级能效超薄宿舍租房节能BCD-218WGHC3E9G1U1,2569,1万+,自营,https://item.jd.com/100038116594.html,(7400+),(20+),(20+),99%
海尔（Haier）218升三门风冷无霜冰箱节能低噪家用小型家用冰箱宿舍租房BCD-218WGHC3R9B1变温大冷冻,2299,200万+,自营,https://item.jd.com/100037920805.html,(93万+),(3500+),(3500+),99%
海尔（Haier）223升变频风冷无霜三门小型家用电冰箱一级能效干湿分储中门全变温宿舍租房节能BCD-223WDPT,2099,20万+,"自营,满2000-100,赠",https://item.jd.com/100004328824.html,(14万+),(800+),(800+),98%
海尔（Haier）223升变频风冷无霜三门小型家用电冰箱一级能效干湿分储中门全变温宿舍租房节能BCD-223WDPT,2099,20万+,自营,https://item.jd.com/100004328824.html,(14万+),(800+),(800+),98%
海尔（Haier）235升一级能效三门变频电冰箱干湿分储风冷无霜全区变温DEO净味小型迷你家用出租房以旧换新,2799,5000+,自营,https://item.jd.com/100021345347.html,(2600+),(10+),(10+),98%
海尔（Haier）331升一级能效双变频风冷无霜多门四门家用电冰箱三档变温低噪净味母婴BCD-331WLHFD78D9U1,3199,5万+,自营,https://item.jd.com/100008634225.html,(5.3万+),(30+),(30+),99%
海尔（Haier）335升星辉系列一级能效双变频法式多门四开门法式家用电冰箱超薄风冷无霜变温BCD-335WLHFD9DS9,2999,50万+,"自营,秒杀,赠",https://item.jd.com/100035718848.html,(23万+),(1100+),(1100+),98%
海尔（Haier）401升双变频风冷无霜十字双开门四开门多门超薄家用电冰箱一级能效超大容量BCD-401WLHTDEDSDU1,3499,50万+,"自营,赠",https://item.jd.com/100037217901.html,(28万+),(1300+),(1300+),98%
海尔（Haier）405升冰箱一级能效十字对开门四开门风冷无霜电冰箱星蕴银 WIFI智控BCD-405WLHTDEDS9U1,3499,1000+,,https://item.jd.com/100040556088.html,(100+),-1,-1,98%
海尔（Haier）408升星蕴系列变频一级能效多门四开门法式家用大容量无霜冰箱母婴三档变温超薄BCD-408WBPBU1,3699,50万+,自营,https://item.jd.com/100006925429.html,(23万+),(1100+),(1100+),98%
海尔（Haier）408升星蕴系列变频一级能效多门四开门法式家用大容量无霜母婴三档变温超薄BCD-408WBPBU1,3699,50万+,"自营,满2000-100,赠",https://item.jd.com/100006925429.html,(23万+),(1100+),(1100+),98%
海尔（Haier）409升冰箱法式多门双开门四开门 一级双变频入式家用电冰箱风冷无霜超薄,4399,3,自营,https://item.jd.com/100041487858.html,-1,0,0,100%
海尔（Haier）426升全空间保鲜一级能效双变频法式四门多门家用电冰箱 336升晶釉蓝+三档变温+彩晶钢化玻璃,3699,,赠,https://item.jd.com/10060554851912.html,(100+),-1,-1,98%
海尔（Haier）465升星辉系列一级能效双变频十字双开四开多门家用冰箱超薄BCD-465WGHTDE9S9大容量477升级款,3899,50万+,"自营,满2000-200,赠",https://item.jd.com/100038697742.html,(28万+),(1300+),(1300+),98%
海尔（Haier）465升星辉系列一级能效双变频十字双开四开多门家用冰箱超薄BCD-465WGHTDE9S9大容量477升级款,3899,50万+,自营,https://item.jd.com/100038697742.html,(28万+),(1300+),(1300+),98%
海尔（Haier）472升一级能效十字双开四开门家用电冰箱超薄大容量分储风冷无霜变频BCD-472WGHTD7DL9U1 88L变温,4099,50万+,"自营,赠",https://item.jd.com/100020375704.html,(28万+),(1300+),(1300+),98%
海尔（Haier）475升冰箱双开门双变频对开门两门家用大容量超薄风冷无霜净味双门电【DEO净味+90°悬停门】,2799,2000+,"自营,厂商配送",https://item.jd.com/100026789910.html,(800+),-2,-2,99%
海尔（Haier）496升全空间保鲜科技十字对开门家用四开门电冰箱超大容量冷冻恒温一级能效母婴BCD-496WSEBU1,6299,5万+,自营,https://item.jd.com/100015363836.html,(3.4万+),(20+),(20+),99%
海尔（Haier）501升全空间保鲜科技零距离自由嵌入式四开多门家用零嵌变频BCD-501WGHFD14S8U1底部散热超薄,7999,50万+,"自营,品质认证,满2000-100,赠",https://item.jd.com/100034329116.html,(23万+),(1100+),(1100+),98%
海尔（Haier）501升全空间保鲜科技零距离自由嵌入式四开多门家用零嵌冰箱变频BCD-501WGHFD14S8U1底部散热超薄,7999,50万+,自营,https://item.jd.com/100034329116.html,(23万+),(1100+),(1100+),98%
海尔（Haier）518升大冷冻空间一级能效双变频双开对开门家用大容量超薄嵌入式风冷无霜净味,4199,1,自营,https://item.jd.com/100051165169.html,0,0,0,100%
海尔（Haier）531升星蕴系列一级能效对开双开门家用电冰箱超薄风冷无霜母婴BCD-531WGHSS5ED9U1超大容量分储,3899,50万+,"自营,满2000-100,赠",https://item.jd.com/100018200450.html,(40万+),(700+),(700+),99%
海尔（Haier）535升星辉系列一级能效双变频对开双开门家用电冰箱超薄风冷无霜净味BCD-535WGHSSEDS9大容量,3198,50万+,"自营,秒杀,赠",https://item.jd.com/100035718864.html,(40万+),(700+),(700+),99%
海尔（Haier）538升风冷无霜对开双开门超薄家用电冰箱双变频一级能效国潮蓝釉超大容量BCD-538WGHSSEDBL,3599,50万+,自营,https://item.jd.com/100027721973.html,(40万+),(700+),(700+),99%
海尔（Haier）600升全空间保鲜科技变频一级能效无霜对开双开门家用电净味BCD-600WGHSS19B8U1超大容量,6099,50万+,"自营,赠",https://item.jd.com/100020375722.html,(40万+),(700+),(700+),99%
海尔（Haier）602升大容量风冷无霜冰箱 智能双变频 新一级能效干湿分储 嵌入式对开门DEO净味保鲜,4299,5000+,自营,https://item.jd.com/100018510732.html,(2600+),(10+),(10+),98%
海尔（Haier）602升大容量风冷无霜冰箱 智能双变频 新一级能效干湿分储 嵌入式对开门DEO净味保鲜,4299,5000+,自营,https://item.jd.com/100018510732.html,(100+),-1,-1,98%
海尔（Haier）93升单门冰箱小型迷你家用租房宿舍办公室一级能效节能省电低音冷藏微型七档温度可调BC-93TMPF,749,200万+,自营,https://item.jd.com/1750856.html,(93万+),(3500+),(3500+),99%
海尔（Haier）冰箱 180升小型家用宿舍租房家电双门小冰箱 节能直冷迷你两门电冰箱 BCD-180TMPS,1099,,自营,https://item.jd.com/100037594509.html,(100+),-1,-1,98%
